Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LXN,Latexin,51770,0.0246601181589656,0.00580534747894418,0.013281637100235,0.0360385992176962,2.16717056089016e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSME1,Proteasome activator complex subunit 1,51819,0.0134645317252627,0.00317049073210179,0.00725036989034316,0.0196786935601822,2.17682737291502e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANKRD54,Ankyrin repeat domain-containing protein 54,51558,0.0208664804654412,0.00491423535837,0.011234579163036,0.0304983817678464,2.18372454008108e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PKLR,Pyruvate kinase PKLR,52097,0.0240207508962029,0.00566619784473778,0.0129150031205169,0.035126498671889,2.25089113509812e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,UBAC1,Ubiquitin-associated domain-containing protein 1,51964,0.0124241933713228,0.00295103117329881,0.00664017227165713,0.0182082144709885,2.56215088550645e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RANBP1,Ran-specific GTPase-activating protein,48589,0.0186676664181869,0.00445979640775034,0.00992646545899623,0.0274088673773776,2.85457846489043e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PPME1,Protein phosphatase methylesterase 1,51964,0.0210981487675997,0.00514475410732887,0.0110144307172351,0.0311818668179643,4.12965836015379e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TGM2,Protein-glutamine gamma-glutamyltransferase 2,52040,0.0265619400679303,0.00649001765248846,0.0138415054690529,0.0392823746668077,4.27773710391968e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NSFL1C,NSFL1 cofactor p47,52254,0.022657746061603,0.00553746998436793,0.0118043048922418,0.0335111872309641,4.29650992234587e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",52184,0.0252984279590364,0.00618821598612218,0.0131695246262369,0.0374273312918358,4.36282332661865e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CRTAC1,Cartilage acidic protein 1,52358,-0.0103618027788462,0.00254535300437217,-0.0153506946674157,-0.00537291089027679,4.69931862891513e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AK1,Adenylate kinase isoenzyme 1,52071,0.0221828374294429,0.00545315743738747,0.0114946488521634,0.0328710260067223,4.75999986199758e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD22,B-cell receptor CD22,52298,-0.0149149249247294,0.00367186879489789,-0.0221117877627292,-0.00771806208672952,4.88263519143247e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,52071,0.022212245751983,0.00549152872566725,0.0114488494496752,0.0329756420542908,5.2535030875227e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RILP,Rab-interacting lysosomal protein,52184,0.0204748489103543,0.00507018851380014,0.010537279423306,0.0304124183974025,5.40188195691888e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IMPACT,Protein IMPACT,49056,0.0185909686927345,0.00468614004662215,0.00940613420135508,0.0277758031841139,7.29697947790662e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDI2,Protein DDI1 homolog 2,48668,0.0263912535089135,0.00666652728844064,0.0133248600235699,0.0394576469942572,7.56040456455229e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ARG1,Arginase-1,51916,0.0176945191192081,0.00447090976778575,0.00893153597434802,0.0264575022640682,7.59050122362746e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ADD1,Alpha-adducin,48668,0.0235380846419628,0.00596204930784771,0.0118524679985813,0.0352237012853443,7.90885720159727e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMD9,26S proteasome non-ATPase regulatory subunit 9,51964,0.0188201176916363,0.00476794066698496,0.00947495398434577,0.0281652813989268,7.93008800930256e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCS,Copper chaperone for superoxide dismutase,51868,0.0159337661357868,0.00403929322853241,0.00801675140786328,0.0238507808637103,8.01431536546791e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NGFR,Tumor necrosis factor receptor superfamily member 16,49089,0.00971328518435199,0.00246293846419383,0.00488592579453208,0.0145406445741719,8.04823938032913e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNAJB2,DnaJ homolog subfamily B member 2,48668,0.0179210600470789,0.00455022634558145,0.00900261640973923,0.0268395036844185,8.22786650082734e-05
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TXN,Thioredoxin,48771,0.0145032246873366,0.0037329444201671,0.00718665362380908,0.0218197957508641,0.000102583385934837
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMG3,Proteasome assembly chaperone 3,52017,0.0170232025677105,0.0044200125959418,0.00835997787966453,0.0256864272557564,0.000117768878946516
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RBKS,Ribokinase,51523,0.0166323201107496,0.00433131167627045,0.00814294922525953,0.0251216909962397,0.000123364239574987
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SH3GLB2,Endophilin-B2,49056,0.0215134111170015,0.00563175674362082,0.0104751678995047,0.0325516543344983,0.000133848067837059
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ST13,Hsc70-interacting protein,48668,0.0178534890925325,0.00472519844227353,0.00859210014567643,0.0271148780393887,0.000158336223290512
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,52017,0.0197614121288509,0.00525396748567284,0.00946363585693211,0.0300591884007697,0.000169497998764841
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CA2,Carbonic anhydrase 2,52007,0.022594596763139,0.00601105016250726,0.0108129384446248,0.0343762550816533,0.000171126046717817
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AMPD3,AMP deaminase 3,49056,0.0225886313832729,0.0060693846460939,0.0106926374769288,0.0344846252896169,0.000198405639833613
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,WNT9A,Protein Wnt-9a,51632,-0.00907267457500976,0.00247209252165974,-0.0139179759174628,-0.00422737323255667,0.000243075756415054
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CLNS1A,Methylosome subunit pICln,48552,0.010553745214794,0.00287834567854802,0.00491218768483991,0.0161953027447481,0.000246453550639807
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IGBP1,Immunoglobulin-binding protein 1,49045,0.0185809274447218,0.00510832492774756,0.00856861058633656,0.028593244303107,0.00027612107722133
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AARSD1,Alanyl-tRNA editing protein Aarsd1,51964,0.0171909688129925,0.00473326140874301,0.00791377645185619,0.0264681611741288,0.000281905044697528
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PDCD5,Programmed cell death protein 5,52254,0.0177847159326172,0.00490381432658955,0.00817323985250164,0.0273961920127327,0.000287673382634767
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DPP4,Dipeptidyl peptidase 4,51688,-0.00861841135562064,0.00237742417212075,-0.0132781627329773,-0.00395865997826397,0.000289481765869001
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase",48506,-0.0194687529479568,0.00539491377654812,-0.0300427839499912,-0.00889472194592253,0.00030848470613405
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GAST,Gastrin,49056,-0.0430055240397338,0.0120002460291779,-0.0665260062569224,-0.0194850418225452,0.000339545774751377
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,52137,0.0157947915895162,0.00441637419162834,0.00713869817392462,0.0244508850051077,0.000349053370113505
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATG4A,Cysteine protease ATG4A,51558,0.0180836688100223,0.00505650759183639,0.008172913930023,0.0279944236900216,0.000349205475018752
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ERBB2,Receptor tyrosine-protein kinase erbB-2,52163,-0.00697983780126143,0.0020100447621454,-0.0109195255350664,-0.00304015006745644,0.000516624451001697
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CHGA,Chromogranin-A,49107,-0.0281495830414902,0.00810765671390549,-0.0440405902007449,-0.0122585758822354,0.000517739905963133
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BLVRB,Flavin reductase,52095,0.0198988817555424,0.00573805518104424,0.00865229360069572,0.0311454699103891,0.000525546374216265
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TSPAN7,Tetraspanin-7,48436,-0.0269404432474406,0.00781827362094796,-0.0422642595444986,-0.0116166269503826,0.000570522965951098
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,C9orf40,Uncharacterized protein C9orf40,48996,0.0235651711444171,0.00692280069759842,0.00999648177712423,0.03713386051171,0.000665398359863073
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NAP1L4,Nucleosome assembly protein 1-like 4,48951,0.0117611209534531,0.00346128202816591,0.00497700817824791,0.0185452337286583,0.000680369987381265
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL19,Interleukin-19,51496,0.0207788386777652,0.00612358748771155,0.00877660720185056,0.0327810701536798,0.000691896783865368
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BGLAP,Osteocalcin,49107,-0.0255354212538942,0.00754076770791886,-0.0403153259614152,-0.0107555165463732,0.000709747109396076
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,OMG,Oligodendrocyte-myelin glycoprotein,51964,-0.0191394506767678,0.00567203102192124,-0.0302566314797334,-0.00802226987380217,0.000741120894853191
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ARHGEF5,Rho guanine nucleotide exchange factor 5,48436,0.0208116218283248,0.00621263601405124,0.00863485524078438,0.0329883884158652,0.000810001909182622
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,YOD1,Ubiquitin thioesterase OTU1,48408,0.0178788606541878,0.00535701173737971,0.00737911764892361,0.0283786036594521,0.000847056085829482
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LRRN1,Leucine-rich repeat neuronal protein 1,51632,-0.0111758598623348,0.00335418009692065,-0.0177500528522992,-0.00460166687237031,0.000863883340690842
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PENK,Proenkephalin-A,48668,-0.00910091816487053,0.00273550224314621,-0.0144625025614371,-0.00373933376830396,0.000879601319948723
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCL28,C-C motif chemokine 28,51937,0.016474546252132,0.00495932835400685,0.00675426267827856,0.0261948298259854,0.000895376889923031
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TRIM21,E3 ubiquitin-protein ligase TRIM21,52017,0.0218582744275759,0.00665605649706877,0.00881240369332113,0.0349041451618307,0.00102510686353132
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SERPINF1,Pigment epithelium-derived factor,48810,-0.00736032500536971,0.00224341041129083,-0.0117574094114997,-0.0029632405992397,0.00103670115048798
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",51632,-0.0165932401681602,0.00507273824140782,-0.0265358071213196,-0.00665067321500089,0.00107306130219203
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANGPT2,Angiopoietin-2,52261,0.0103862585677171,0.00318669537221306,0.0041403356381795,0.0166321814972547,0.00111866239305894
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PPCDC,Phosphopantothenoylcysteine decarboxylase,52254,0.0127853019333669,0.00392882627600831,0.00508480243239064,0.0204858014343432,0.00113864165288761
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MYL6B,Myosin light chain 6B,48552,-0.0251241727156563,0.00773893319480162,-0.0402924817774675,-0.0099558636538451,0.00117046679072477
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MDH1,"Malate dehydrogenase, cytoplasmic",48992,0.0109032125214613,0.00335866658629607,0.00432022601232103,0.0174861990306016,0.00117113208778895
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGFR4,Fibroblast growth factor receptor 4,48668,-0.0144036619748118,0.00445307218123636,-0.0231316834500351,-0.00567564049958853,0.00122039929018325
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDX58,Antiviral innate immune response receptor RIG-I,51558,0.0156470134576375,0.00484787677287048,0.00614517498281134,0.0251488519324636,0.0012501264922688
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,52094,0.0162179859049845,0.00508577445055251,0.00624986798190155,0.0261861038280674,0.00143011353817895
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TREM2,Triggering receptor expressed on myeloid cells 2,52059,-0.0140942961468476,0.0044417200297158,-0.0228000674050906,-0.00538852488860466,0.00150988024522484
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CELA3A,Chymotrypsin-like elastase family member 3A,52325,0.0158609815837818,0.00500835522860372,0.00604460533571852,0.0256773578318451,0.0015427110278409
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MRI1,Methylthioribose-1-phosphate isomerase,48552,0.0181973569535934,0.00575322648500125,0.00692103304299094,0.0294736808641958,0.00156402739796306
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SMOC1,SPARC-related modular calcium-binding protein 1,52261,-0.00881794127591183,0.00278980346300362,-0.0142859560633989,-0.00334992648842472,0.00157553394725165
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AHSP,Alpha-hemoglobin-stabilizing protein,52051,0.0222888429320078,0.00717261707059935,0.00823051347363303,0.0363471723903825,0.00188914022984637
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,UROD,Uroporphyrinogen decarboxylase,48668,0.0179287250173794,0.00578924801133662,0.00658179891515961,0.0292756511195991,0.0019583337319445
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ACYP1,Acylphosphatase-1,48596,0.017049107344403,0.00552245034926718,0.00622510465983933,0.0278731100289667,0.00202312000499611
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SNX15,Sorting nexin-15,48668,0.014063871197047,0.00456546779732967,0.00511555431428082,0.0230121880798131,0.00206949292930215
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNAJA4,DnaJ homolog subfamily A member 4,49056,0.0186187293079591,0.00604670139871593,0.00676719456647587,0.0304702640494423,0.00207871995146651
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TRPV3,Transient receptor potential cation channel subfamily V member 3,48408,-0.0125707521787591,0.00409357809159926,-0.0205941652382936,-0.00454733911922453,0.00213750494036327
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CSNK2A1,Casein kinase II subunit alpha,49045,0.0114847431310014,0.00375126129032308,0.00413227100196814,0.0188372152600346,0.00220474930478241
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NCF2,Neutrophil cytosol factor 2,51984,0.0222861964226036,0.00728321915371972,0.00801108688131298,0.0365613059638943,0.00221640289797802
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PEBP1,Phosphatidylethanolamine-binding protein 1,52095,0.0147771362204762,0.00486506555279868,0.00524160773699078,0.0243126647039616,0.00238899363425796
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,VASN,Vasorin,51737,-0.00697104847832452,0.00231339138216761,-0.011505295587373,-0.00243680136927601,0.00258671135808049
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CPPED1,Serine/threonine-protein phosphatase CPPED1,52254,0.0167718149443057,0.00557242778363801,0.00584985648837525,0.0276937734002362,0.00261714419723955
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,STIP1,Stress-induced-phosphoprotein 1,52059,0.0164257957238384,0.00549669980785559,0.00565226410044145,0.0271993273472354,0.00280830668492454
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",49089,0.0133232381059999,0.00446388329143618,0.00457402685478498,0.0220724493572148,0.00284225293283549
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NADK,NAD kinase,52071,0.0143299532701625,0.00481951929152385,0.00488369545877573,0.0237762110815492,0.00294908097706465
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CTRL,Chymotrypsin-like protease CTRL-1,49056,0.0173681218328096,0.00585248937676361,0.00589724265435291,0.0288390010112662,0.00300446583228858
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ITGB2,Integrin beta-2,51954,-0.00709591848323252,0.00240808440278801,-0.011815763912697,-0.00237607305376801,0.00321503251339604
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EIF4B,Eukaryotic translation initiation factor 4B,51868,0.0140725426388588,0.00482653024485693,0.00461254335893925,0.0235325419187784,0.00355279525395855
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGFBP1,Fibroblast growth factor-binding protein 1,52163,-0.00810692326729835,0.00278268179722621,-0.0135609795898617,-0.00265286694473498,0.00357919324129873
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GMPR,GMP reductase 1,52298,0.0122700079136042,0.00421452444430403,0.00400954000276828,0.0205304758244401,0.00360200326792833
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GLOD4,Glyoxalase domain-containing protein 4,52031,0.00856446576980403,0.00296777078768844,0.00274763502593468,0.0143812965136734,0.00390755328599516
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,51964,-0.00962671795817069,0.00333961576839648,-0.0161723648642278,-0.00308107105211358,0.00394798798742947
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANXA3,Annexin A3,52213,0.0170333414991157,0.00591414789816765,0.00544161161870714,0.0286250713795243,0.00397914878422097
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CSRP3,Cysteine and glycine-rich protein 3,48408,-0.0239483239553128,0.00835052565105081,-0.0403153542313724,-0.00758129367925318,0.00413679038211938
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL31RA,Interleukin-31 receptor subunit alpha,48424,-0.00931755638879891,0.00325163611878907,-0.0156907631816255,-0.00294434959597232,0.00416805419212085
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HDDC2,5'-deoxynucleotidase HDDC2,48996,0.0105618641891328,0.00368965680997649,0.00333013684157885,0.0177935915366867,0.00420674371916864
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EGFL7,Epidermal growth factor-like protein 7,51558,0.00977518506400383,0.0034183684849923,0.00307518283341891,0.0164751872945887,0.00424560837657917
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MIF,Macrophage migration inhibitory factor,52059,0.0162768608537179,0.00571308076536334,0.00507922255360572,0.02747449915383,0.00438889454160108
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMD1,26S proteasome non-ATPase regulatory subunit 1,49045,0.011913510245434,0.00419181318702212,0.00369755639887061,0.0201294640919973,0.00448645290970359
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CSF3,Granulocyte colony-stimulating factor,51632,0.0117364432567688,0.00414302860694311,0.00361610718716033,0.0198567793263773,0.00461808657350217
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",48554,0.0187567749982376,0.00663274901346774,0.00575658693184081,0.0317569630646344,0.00469020054512489
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CTSO,Cathepsin O,52298,-0.00729530476823585,0.00258478819042342,-0.0123614896214658,-0.00222911991500594,0.00477064776971035
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IFNAR1,Interferon alpha/beta receptor 1,48996,-0.00604360408843737,0.00215630081891144,-0.0102699536935038,-0.00181725448337094,0.00507158350959035
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,OFD1,Oral-facial-digital syndrome 1 protein,48735,0.0153052137376655,0.00547860379031506,0.00456715030864801,0.0260432771666831,0.00521701554676134
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTRHD1,Putative peptidyl-tRNA hydrolase PTRHD1,48668,0.0139716759151718,0.0050024467640823,0.0041668802575705,0.0237764715727731,0.0052277745901464
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD8A,T-cell surface glycoprotein CD8 alpha chain,52254,-0.0122285740515987,0.00438623793508166,-0.0208256004043588,-0.00363154769883866,0.00530875707642163
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CA1,Carbonic anhydrase 1,51590,0.0145301105632144,0.00521214293869969,0.00431431040336297,0.0247459107230657,0.00531214969558005
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,A1BG,Alpha-1B-glycoprotein,49123,-0.00397597228413705,0.00143134909591869,-0.00678141651213769,-0.00117052805613641,0.00547828996148111
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,51868,0.0101838920543798,0.00366960999473303,0.00299145646470311,0.0173763276440566,0.00552133922800658
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FCRL1,Fc receptor-like protein 1,52071,-0.0109418902081674,0.00396716428029013,-0.0187175321975361,-0.00316624821879874,0.00581821185583729
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,52094,-0.00606092315677794,0.00219862145822055,-0.0103702212148902,-0.00175162509866565,0.00584354597605936
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SOD1,Superoxide dismutase [Cu-Zn],51661,0.0112731843511543,0.00409869266953787,0.00323974671886004,0.0193066219834485,0.00595639756310934
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GMPR2,GMP reductase 2,48668,0.0154108284476358,0.00561681586729077,0.00440186934774588,0.0264197875475257,0.00608075877584504
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CRTAM,Cytotoxic and regulatory T-cell molecule,51868,-0.0119807335837464,0.00437781902917195,-0.0205612588809234,-0.00340020828656934,0.00621090740692602
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GIPC2,PDZ domain-containing protein GIPC2,49056,0.00713905829258736,0.0026102961195074,0.00202287789835285,0.0122552386868219,0.00624429909844242
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD1C,T-cell surface glycoprotein CD1c,52163,-0.00579417816446211,0.00212018865141915,-0.00994974792124365,-0.00163860840768057,0.00628350928102959
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CHAD,Chondroadherin,48668,-0.0118784457025448,0.00434723429139295,-0.020399024913675,-0.0033578664914146,0.00629286907472011
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,L1CAM,Neural cell adhesion molecule L1,52163,-0.00677318523951742,0.00248263028488517,-0.0116391405978923,-0.00190722988114249,0.006372369430938
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,OSM,Oncostatin-M,51918,0.016265847756867,0.00596518772694165,0.00457407981206139,0.0279576157016727,0.0064001689115005
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PLPBP,Pyridoxal phosphate homeostasis protein,52071,0.0154142061437542,0.00567991409613753,0.00428157451532468,0.0265468377721838,0.0066564170794678
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CTRC,Chymotrypsin-C,52061,0.0150571302584789,0.00555973470505361,0.0041600502365738,0.0259542102803839,0.00676901363437093
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTPRF,Receptor-type tyrosine-protein phosphatase F,52358,-0.00662056183431191,0.0024460900090261,-0.0114148982520031,-0.00182622541662075,0.00680280319132171
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TNFSF10,Tumor necrosis factor ligand superfamily member 10,52298,-0.00584211444051604,0.00215951010639276,-0.0100747542490459,-0.00160947463198623,0.00682935523154679
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MNDA,Myeloid cell nuclear differentiation antigen,52032,0.023319735954447,0.00864150036936744,0.00638239523048684,0.0402570766784072,0.00696882638311462
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,52177,0.0135170403715073,0.00501277243688699,0.00369200639520881,0.0233420743478058,0.00701192712610906
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DCN,Decorin,51637,-0.00542804739659009,0.00201927202100154,-0.00938582055775311,-0.00147027423542707,0.0071908382766623
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,COMP,Cartilage oligomeric matrix protein,51846,-0.00766010711147163,0.00285600426649571,-0.0132578754738032,-0.00206233874914005,0.00732132556313064
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,STAMBP,STAM-binding protein,51834,0.0143033815036985,0.00533657002424514,0.003843704256178,0.0247630587512189,0.00736188023912337
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,THTPA,Thiamine-triphosphatase,48964,0.0195772869354791,0.00731271616064334,0.00524436326061819,0.0339102106103401,0.00743111905326749
