Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FCRL3,Fc receptor-like protein 3,49438,-0.0130065809423473,0.00431109675090071,-0.0214563305741127,-0.00455683131058194,0.00255546308906094
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SCGB3A1,Secretoglobin family 3A member 1,46120,-0.00594324933634088,0.00197260470228882,-0.00980955455282698,-0.00207694411985479,0.00259067879519159
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,50140,-0.00820328197920885,0.00272899990442346,-0.0135521217918788,-0.00285444216653886,0.00264993939610442
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ITGB5,Integrin beta-5,50033,-0.00878258890019457,0.0029403564068624,-0.0145456874576449,-0.00301949034274426,0.00282076902054748
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CD99,CD99 antigen,49950,-0.00451128867258468,0.00151906372355901,-0.00748865357076035,-0.00153392377440901,0.00298288209231395
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,COL1A1,Collagen alpha-1(I) chain,50262,-0.00609481684381785,0.00206350524085889,-0.0101392871159013,-0.00205034657173443,0.00314350425268859
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CSRP3,Cysteine and glycine-rich protein 3,45877,-0.0222428131709505,0.00753685160600506,-0.0370150423187204,-0.00747058402318058,0.00316876943792058
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CHAD,Chondroadherin,46120,-0.0125466483877627,0.00426637988041334,-0.0209087529533728,-0.00418454382215255,0.00327692438736497
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CBLN4,Cerebellin-4,50163,-0.00731513162818976,0.00249765402228781,-0.0122105335118739,-0.00241972974450565,0.00340570828029964
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EGFR,Epidermal growth factor receptor,50262,-0.00377208021962992,0.00129204020203733,-0.00630447901562309,-0.00123968142363675,0.00350923528147487
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EDAR,Tumor necrosis factor receptor superfamily member EDAR,49925,-0.0213337554388065,0.00730963195715875,-0.0356606340748377,-0.00700687680277539,0.00351935686550984
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,TREML2,Trem-like transcript 2 protein,49950,-0.0076165824074617,0.0026113742865384,-0.012734876009077,-0.00249828880584644,0.00354069878431553
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,STX4,Syntaxin-4,49840,-0.0143225932350624,0.00492170999943885,-0.0239691448339626,-0.0046760416361623,0.0036164452332991
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,COMP,Cartilage oligomeric matrix protein,49672,-0.00775312598312144,0.00266723318306437,-0.0129809030219276,-0.00252534894431527,0.00365458960403074
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,45782,-0.0140698294373133,0.00484302561749959,-0.0235621596476125,-0.0045774992270141,0.0036742670095047
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PEPD,Xaa-Pro dipeptidase,46603,-0.00588794957619238,0.00203135011291755,-0.00986939579751077,-0.00190650335487399,0.00375272264258724
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,KRT14,"Keratin, type I cytoskeletal 14",48523,0.0066459366343365,0.00229481827377323,0.00214809281774097,0.011143780450932,0.0037821747710376
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CD46,Membrane cofactor protein,49786,-0.00644656476953118,0.00223654282778295,-0.0108301887119858,-0.00206294082707659,0.00395016042717266
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CLEC5A,C-type lectin domain family 5 member A,49874,-0.00651506569536411,0.00226207560693037,-0.0109487338849476,-0.00208139750578058,0.00397846658609247
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FCRL1,Fc receptor-like protein 1,49952,-0.0101494514375171,0.00352721041842384,-0.0170627838576278,-0.0032361190174064,0.0040120737162266
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,THBD,Thrombomodulin,49952,-0.0062169166005812,0.00216469933390489,-0.0104597272950348,-0.00197410590612762,0.00408278733099333
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CDH15,Cadherin-15,50114,-0.0100223592826688,0.00349485753570459,-0.0168722800526498,-0.00317243851268778,0.00413745700031011
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,WIF1,Wnt inhibitory factor 1,50163,-0.00776503104563254,0.00270845871341725,-0.0130736101239304,-0.00245645196733473,0.00414777694603482
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CD34,Hematopoietic progenitor cell antigen CD34,50076,-0.00545184763400303,0.00190232127324651,-0.00918039732956619,-0.00172329793843987,0.00416174315691557
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FAP,Prolyl endopeptidase FAP,50262,-0.00610018190833588,0.00214183206149567,-0.0102981727488674,-0.00190219106780436,0.00440139107360381
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PROK1,Prokineticin-1,49925,0.0156242689001307,0.0054890345756229,0.00486576113190982,0.0263827766683516,0.0044244822940067
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PHLDB1,Pleckstrin homology-like domain family B member 1,46474,-0.0120429573342214,0.0042340906783839,-0.0203417750638538,-0.00374413960458895,0.00445523375256489
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL31RA,Interleukin-31 receptor subunit alpha,45869,-0.00905480300732782,0.00318931410966066,-0.0153058586622627,-0.00280374735239293,0.00452826116999676
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LRRN1,Leucine-rich repeat neuronal protein 1,49438,-0.0085394798130555,0.00303579841503473,-0.0144896447065236,-0.00258931491958744,0.00491310736869168
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SCN4B,Sodium channel subunit beta-4,46019,-0.0092305469862282,0.00330402979362628,-0.0157064453817357,-0.00275464859072069,0.0052150894589082
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PTPN6,Tyrosine-protein phosphatase non-receptor type 6,50044,-0.0194854863860501,0.00699921672776587,-0.0332039511724712,-0.00576702159962902,0.00537403164342801
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CLUL1,Clusterin-like protein 1,49918,-0.00998873450725637,0.00360924736101051,-0.017062859334837,-0.00291460967967577,0.00565219802106799
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PCDH9,Protocadherin-9,46474,-0.00732975321590479,0.00265804575240438,-0.0125395228906174,-0.00211998354119221,0.00582803280851167
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL13RA1,Interleukin-13 receptor subunit alpha-1,49620,-0.00456297429223737,0.00165600513900665,-0.0078087443646904,-0.00131720421978434,0.00586606479983388
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,INPP1,Inositol polyphosphate 1-phosphatase,49840,-0.0118949213845708,0.00433259964470264,-0.0203868166881879,-0.0034030260809536,0.00604710961178617
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,VMO1,Vitelline membrane outer layer protein 1 homolog,49840,-0.014618902655197,0.00533077975565095,-0.0250672309762728,-0.00417057433412111,0.00610426941146027
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ARF6,ADP-ribosylation factor 6,46474,-0.0228079933768862,0.00832222526912511,-0.0391195549043714,-0.006496431849401,0.00613742365053706
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ALCAM,CD166 antigen,50262,-0.00414972726377984,0.001519913184204,-0.00712875710481968,-0.00117069742274001,0.00633312281648292
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CCL2,C-C motif chemokine 2,49739,-0.0113897704351295,0.00418619755680381,-0.019594717646465,-0.00318482322379402,0.00651703714987174
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PVALB,Parvalbumin alpha,50042,-0.0243415394110695,0.00894783640323842,-0.0418792987614168,-0.0068037800607222,0.00652504374260257
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CD93,Complement component C1q receptor,48958,-0.00672451428518805,0.00247524565544978,-0.0115759957698696,-0.00187303280050648,0.00659814578981394
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,TRIAP1,TP53-regulated inhibitor of apoptosis 1,50163,-0.013554018458353,0.00499898065935258,-0.023352020550684,-0.00375601636602194,0.00670530553024831
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CNPY4,Protein canopy homolog 4,49840,-0.0161159200589253,0.00595345725355303,-0.0277846962758892,-0.00444714384196133,0.00679427127744137
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PTPRF,Receptor-type tyrosine-protein phosphatase F,50262,-0.00617973584435709,0.00228533082790205,-0.0106589842670451,-0.00170048742166907,0.00685370151947012
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,AREG,Amphiregulin,49840,0.0106004572954188,0.00392490494425862,0.00290764360467186,0.0182932709861657,0.00692148800954327
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CD22,B-cell receptor CD22,50221,-0.00862798817012996,0.00320738952652697,-0.0149144716421228,-0.00234150469813709,0.00714906783929335
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PMVK,Phosphomevalonate kinase,49270,-0.0234328859259534,0.00874793623854588,-0.0405788409535034,-0.00628693089840352,0.0073962596676553
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SIRPB1,Signal-regulatory protein beta-1,49923,-0.00947993567839592,0.00354395785921991,-0.0164260930824669,-0.0025337782743249,0.00747865255638481
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,JAM2,Junctional adhesion molecule B,50164,-0.00539949814593702,0.00201952729830889,-0.00935777165062244,-0.00144122464125159,0.0075079327940013
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SEMA7A,Semaphorin-7A,50183,-0.00564249543437082,0.00211244450324984,-0.00978288666074051,-0.00150210420800114,0.00756565527309391
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ILKAP,Integrin-linked kinase-associated serine/threonine phosphatase 2C,49279,-0.0121882389234591,0.00459301263967501,-0.0211905436972222,-0.00318593414969611,0.00796775472801182
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SEMA4D,Semaphorin-4D,50164,-0.00624838409196576,0.00235655353644508,-0.0108672290233981,-0.00162953916053341,0.00801860218127872
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PARD3,Partitioning defective 3 homolog,46180,-0.0154850756383844,0.00584021851207636,-0.026931903922054,-0.00403824735471471,0.00802039800237449
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DCTN6,Dynactin subunit 6,49313,-0.0149821912171851,0.00567553599986208,-0.0261062417769147,-0.0038581406574554,0.00830105743956915
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CDHR2,Cadherin-related family member 2,49840,-0.0159883983606001,0.00606006016194842,-0.0278661162780191,-0.00411068044318124,0.00833679161338578
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,50008,-0.00555551977837395,0.00211131041671392,-0.00969368819513323,-0.00141735136161467,0.00851065728952671
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,KIFBP,KIF-binding protein,49840,-0.0171600532245895,0.00652719560524539,-0.0299533566108705,-0.00436674983830856,0.00856857852398642
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PALLD,Palladin,45959,0.00842778966988932,0.00321267361936711,0.00213094937592979,0.0147246299638488,0.0087145357504307
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DAG1,Dystroglycan,50083,-0.00984940509487997,0.00376537541556443,-0.0172295409093862,-0.0024692692803737,0.00890752782561689
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,APOC1,Apolipoprotein C-I,46584,-0.00746057641995963,0.00285548480178681,-0.0130573266314618,-0.00186382620845748,0.00898861060042568
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PRDX5,"Peroxiredoxin-5, mitochondrial",50221,-0.0142375364765403,0.00545441465477498,-0.0249281891998992,-0.00354688375318128,0.00905211109547282
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ITGAM,Integrin alpha-M,49950,-0.00651475328614425,0.00250430889647554,-0.0114231987232363,-0.00160630784905218,0.00928929883046052
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,MTR,Methionine synthase,45877,-0.0134608264354436,0.00518698489494913,-0.0236273168295439,-0.00329433604134335,0.00946235037144235
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CCN3,CCN family member 3,50229,-0.00687823887614124,0.00265096594465567,-0.0120741321276664,-0.00168234562461612,0.00947502367933018
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,TMSB10,Thymosin beta-10,49950,-0.0155602578211971,0.00600014503613743,-0.0273205420920265,-0.00379997355036776,0.00951103488665859
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CASQ2,Calsequestrin-2,45877,0.0101501254465456,0.00391942559321051,0.00246805128385303,0.0178321996092382,0.00961253752322684
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CSNK1D,Casein kinase I isoform delta,45959,-0.0130536967892379,0.00504193815334412,-0.0229358955697924,-0.00317149800868342,0.0096313307764681
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,STX8,Syntaxin-8,49925,-0.0102332051716954,0.003952712586306,-0.0179805218408552,-0.00248588850253563,0.0096335825459001
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",46019,-0.00745606426539127,0.00288815217653748,-0.0131168425314047,-0.00179528599937781,0.00984078097343757
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ENO2,Gamma-enolase,50164,-0.0134212687303814,0.00519955032402758,-0.0236123873654754,-0.00323015009528729,0.00985019861452218
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DCTN2,Dynactin subunit 2,49840,-0.0192334272597964,0.00745233177288607,-0.0338399975346531,-0.0046268569849397,0.00986100379836029
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ITGA11,Integrin alpha-11,49925,-0.00700025205709089,0.00271455928815761,-0.0123207882618798,-0.00167971585230198,0.00992053940843294
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CDC27,Cell division cycle protein 27 homolog,49344,-0.012398711264865,0.00482751496207212,-0.0218606405905263,-0.00293678193920361,0.0102243947554438
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,NOTCH2,Neurogenic locus notch homolog protein 2,46592,-0.00429270462300676,0.00167663536237816,-0.00757890993326796,-0.00100649931274555,0.0104644872790279
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SCRG1,Scrapie-responsive protein 1,46591,-0.00547539721492475,0.00214253621541281,-0.00967476819713387,-0.00127602623271564,0.0106080825286825
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,KEL,Kell blood group glycoprotein,49313,-0.0072056301214785,0.00282763402772993,-0.0127477928158292,-0.00166346742712784,0.0108312194114393
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CNTN5,Contactin-5,49997,-0.00744612051737816,0.00293874982142585,-0.0132060701673728,-0.00168617086738349,0.0112901542471572
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CHMP1A,Charged multivesicular body protein 1a,49775,-0.0157707555898014,0.00623071635114055,-0.0279829596380368,-0.00355855154156589,0.0113755571905554
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,NME1,Nucleoside diphosphate kinase A,45959,0.00434992133703837,0.00172176360958468,0.000975264662252387,0.00772457801182435,0.0115298318367156
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,RAB6B,Ras-related protein Rab-6B,49313,-0.00982217208298471,0.00388927516817898,-0.0174451514126155,-0.0021991927533539,0.0115611666420241
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,AHNAK,Neuroblast differentiation-associated protein AHNAK,46019,-0.00626015933753528,0.00249239577673859,-0.0111452550599429,-0.00137506361512764,0.0120222420697287
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FAM20A,Pseudokinase FAM20A,46591,-0.00556816238854132,0.00221752765961739,-0.0099145166013914,-0.00122180817569124,0.0120467971007211
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SCARA5,Scavenger receptor class A member 5,50164,-0.00575749584695438,0.00229490714236702,-0.0102555138459937,-0.00125947784791502,0.0121198169719397
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL36G,Interleukin-36 gamma,45866,0.0136322860893983,0.00543418967558977,0.00298127432524238,0.0242832978535543,0.0121279027480596
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,AKR1B10,Aldo-keto reductase family 1 member B10,45972,0.0118901879017193,0.00474922251876145,0.00258171176494687,0.0211986640384918,0.0123007865354405
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SUMF1,Formylglycine-generating enzyme,45959,0.0137696483335595,0.00551038416747445,0.0029692953653096,0.0245700013018094,0.0124669439023697
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ENAH,Protein enabled homolog,49438,-0.00943596455381037,0.00377814309757691,-0.0168411250250611,-0.00203080408255963,0.0125131399293723
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,BCHE,Cholinesterase,46183,-0.00556779516030373,0.00223073698039397,-0.00994003964187591,-0.00119555067873155,0.0125695865040832
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DIABLO,"Diablo homolog, mitochondrial",49874,-0.0216575702180504,0.00868486377234555,-0.0386799032118476,-0.00463523722425309,0.0126477244571195
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ANXA10,Annexin A10,49313,0.0162817907278692,0.0065332573727047,0.00347660627736803,0.0290869751783704,0.0127040659349606
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,RBPMS2,RNA-binding protein with multiple splicing 2,46019,-0.0203137838458861,0.00816990036709955,-0.0363267885654013,-0.00430077912637101,0.012911153541706
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,OSTN,Osteocrin,45972,0.00835903540388179,0.00336326077625082,0.00176704428243019,0.0149510265253334,0.0129482684823103
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FGFR4,Fibroblast growth factor receptor 4,46120,-0.0104911384987527,0.00422944119194402,-0.018780843234963,-0.00220143376254245,0.0131272770056368
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DNMBP,Dynamin-binding protein,49775,-0.0123621211433047,0.00498462925003618,-0.0221319944733757,-0.00259224781323383,0.0131429106549248
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,BOC,Brother of CDO,49476,-0.00462133949842656,0.00186616855661483,-0.00827902986939162,-0.000963649127461498,0.0132788439522162
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DCTN1,Dynactin subunit 1,50163,-0.0128919497298055,0.00520778653519658,-0.0230992113387908,-0.00268468812082017,0.0133108389263467
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL5,Interleukin-5,49438,-0.0286023408098027,0.0115724709140617,-0.0512843838013635,-0.00592029781824184,0.0134581867130382
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase",45959,-0.0119988862642339,0.00487650641605001,-0.0215568388396919,-0.00244093368877588,0.0138802378385005
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,AP1G2,AP-1 complex subunit gamma-like 2,46469,-0.0155931590618498,0.00635296838639698,-0.0280449770991879,-0.0031413410245117,0.0141169964853961
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SCGB1A1,Uteroglobin,49995,-0.0109448585955396,0.00446647677913928,-0.0196991530826526,-0.00219056410842659,0.0142746086002514
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,RTN4R,Reticulon-4 receptor,50163,-0.00652597390707007,0.00266526379744584,-0.0117498909500639,-0.00130205686407622,0.014350747080534
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,NEO1,Neogenin,46555,-0.00420518017131732,0.00172183411704128,-0.00757997504071822,-0.000830385301916414,0.0146030913064033
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CA13,Carbonic anhydrase 13,49674,-0.0200037967213647,0.00820890000204109,-0.0360932407253653,-0.00391435271736421,0.0148229961427442
