Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HCLS1,Hematopoietic lineage cell-specific protein,52041,0.0272140952803588,0.00417655210550028,0.0190280531535782,0.0354001374071393,7.3488095806746e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSME2,Proteasome activator complex subunit 2,51441,0.0182895840517948,0.0028098487977116,0.01278228040828,0.0237968876953095,7.69288801657581e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HBQ1,Hemoglobin subunit theta-1,51987,0.0298099352221607,0.00458222109154076,0.0208287818827408,0.0387910885615806,7.87297147841835e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SNX9,Sorting nexin-9,51756,0.0334801692376967,0.00515368029947639,0.023378955850723,0.0435813826246705,8.370137410764e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ATG4A,Cysteine protease ATG4A,51113,0.0293456975539424,0.00452668990303328,0.0204733853439972,0.0382180097638877,9.1599538510013e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DNAJB2,DnaJ homolog subfamily B member 2,47741,0.0264668718877363,0.00410117632090324,0.0184285662987659,0.0345051774767066,1.11458606997331e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TRIM21,E3 ubiquitin-protein ligase TRIM21,51710,0.0388039733601599,0.0060279175392515,0.0269892549832269,0.0506186917370928,1.23576918583607e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,IMPACT,Protein IMPACT,48192,0.0272161168236722,0.0042285226607326,0.0189282124086363,0.0355040212387081,1.24743624758603e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,BIRC2,Baculoviral IAP repeat-containing protein 2,51113,0.0303880551895932,0.00473789021565984,0.0211017903668999,0.0396743200122865,1.44279433072927e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DARS1,"Aspartate--tRNA ligase, cytoplasmic",51515,0.0354117228146873,0.00552361921243641,0.0245854291583119,0.0462380164710627,1.46984753228766e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CA2,Carbonic anhydrase 2,51667,0.0349313726551779,0.00544907159045949,0.0242511923378773,0.0456115529724785,1.47400934356331e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SMAD2,Mothers against decapentaplegic homolog 2,48106,0.0324601454736188,0.0050647499649555,0.022533235542306,0.0423870554049316,1.49206166277472e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,YES1,Tyrosine-protein kinase Yes,51638,0.0545172741829515,0.00852541650903297,0.0378074578252469,0.0712270905406561,1.63500542370925e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,48192,0.0408207009591608,0.00639187883739098,0.0282926184378745,0.0533487834804471,1.73050820800541e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RBP7,Retinoid-binding protein 7,48119,0.0288147173214807,0.00451861661169392,0.0199582287625606,0.0376712058804008,1.84058260045564e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSME1,Proteasome activator complex subunit 1,51527,0.0181845584866791,0.00285944809284585,0.0125800402247012,0.0237890767486569,2.05688029170032e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MMP8,Neutrophil collagenase,51945,0.0352019945074094,0.00557270623696346,0.024279490282961,0.0461244987318578,2.71018013921744e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",48243,0.0256334672514558,0.00406573035732209,0.0176646357511045,0.0336022987518071,2.93704246366746e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PRDX6,Peroxiredoxin-6,51987,0.0284726713106042,0.0045272633668909,0.0195992351114981,0.0373461075097104,3.23985919390257e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,IRAK4,Interleukin-1 receptor-associated kinase 4,51710,0.0490918146966094,0.00782845307788683,0.0337480466639512,0.0644355827292676,3.64239469093985e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CSNK2A1,Casein kinase II subunit alpha,48203,0.0211322542775028,0.00337516271296708,0.0145169353600873,0.0277475731949183,3.88798232115554e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DNAJC9,DnaJ homolog subfamily C member 9,48119,0.0360260953748465,0.0057621199786153,0.0247323402167605,0.0473198505329325,4.11547546528528e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CCS,Copper chaperone for superoxide dismutase,51566,0.0227767476206475,0.00365652474696829,0.0156099591165897,0.0299435361247054,4.76102137490688e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,GLOD4,Glyoxalase domain-containing protein 4,51717,0.0169236594532672,0.00274785102251052,0.0115378714491466,0.0223094474573878,7.42886007482824e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,51113,0.0300686241949077,0.00488899120513762,0.020486201432838,0.0396510469569774,7.84490896462094e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,51756,0.0303485877715924,0.00493466683180905,0.0206766407812466,0.0400205347619381,7.85185723297428e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CHAC2,Glutathione-specific gamma-glutamylcyclotransferase 2,51113,0.0284355527956187,0.00463307919711346,0.0193547175692763,0.0375163880219611,8.50079748725802e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,51515,0.051225971991366,0.00834708265518575,0.0348656899872019,0.0675862539955301,8.52659206031194e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ARFIP1,Arfaptin-1,48203,0.0313960884191277,0.00512602595466237,0.0213490775479895,0.041443099290266,9.21999517453996e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSMG4,Proteasome assembly chaperone 4,47571,0.0266245398457783,0.00434981148713065,0.0180989093310022,0.0351501703605544,9.45756770378673e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,VAV3,Guanine nucleotide exchange factor VAV3,47471,0.0453817806100686,0.00741444610656625,0.0308494662411987,0.0599140949789384,9.46562269260945e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PCBP2,Poly(rC)-binding protein 2,48203,0.0325900503562683,0.0053308571408521,0.0221415703601982,0.0430385303523384,9.90053314551095e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,FGD3,"FYVE, RhoGEF and PH domain-containing protein 3",48203,0.0361611218556039,0.00591808423897592,0.0245616767472111,0.0477605669639967,1.01006582943103e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,STAT5B,Signal transducer and activator of transcription 5B,51638,0.0628232896803448,0.0103025737367911,0.0426302451562343,0.0830163342044553,1.08969647501896e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RAB33A,Ras-related protein Rab-33A,47489,0.030230975394805,0.00497081570509835,0.0204881766128123,0.0399737741767978,1.2079258720559e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DRG2,Developmentally-regulated GTP-binding protein 2,51638,0.0256262848900188,0.00422870923498824,0.0173380147894419,0.0339145549905957,1.37848556346771e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,51566,0.0335712302788983,0.00555566712604705,0.0226821227118461,0.0444603378459505,1.53531269516542e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MIF,Macrophage migration inhibitory factor,51718,0.0311461435895711,0.0051640357526525,0.0210246335143722,0.04126765366477,1.64679967917812e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NUB1,NEDD8 ultimate buster 1,51710,0.0378175451714027,0.00627216788638427,0.0255240961140895,0.0501109942287159,1.66662059536254e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TXN,Thioredoxin,47846,0.0201597561866472,0.00334655202450016,0.0136005142186269,0.0267189981546675,1.72659260777814e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RANBP1,Ran-specific GTPase-activating protein,47630,0.0241019063879983,0.00400131436457159,0.016259330233438,0.0319444825425586,1.73260180989453e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PDLIM5,PDZ and LIM domain protein 5,48203,0.0528524890744201,0.0087797667779879,0.0356441461895638,0.0700608319592764,1.77188238105595e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PPCDC,Phosphopantothenoylcysteine decarboxylase,51991,0.0214572875946908,0.00356831198534971,0.0144633961034053,0.0284511790859762,1.84085851908237e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,51991,0.0326558330641777,0.00543255909269983,0.0220080172424861,0.0433036488858694,1.86547216522757e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SARG,Specifically androgen-regulated gene protein,48149,0.0483818446582149,0.00807968711056182,0.0325456579215137,0.0642180313949161,2.15385153157813e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PARK7,Parkinson disease protein 7,51757,0.0241397168362587,0.00403745246524178,0.0162263100043849,0.0320531236681326,2.27371546797129e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,BOLA2_BOLA2B,BolA-like protein 2,47630,0.0250771772618647,0.00420435595586668,0.016836639588366,0.0333177149353634,2.4883491464476e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SSNA1,Sjoegren syndrome nuclear autoantigen 1,48119,0.0229079390621043,0.00384592897444995,0.0153699182721824,0.0304459598520263,2.61476440017805e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MDH1,"Malate dehydrogenase, cytoplasmic",48109,0.0182298836435567,0.00306420586168768,0.0122240401546489,0.0242357271324646,2.73076517843595e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TBCC,Tubulin-specific chaperone C,51566,0.0362240677612482,0.00610503208230209,0.0242582048799361,0.0481899306425603,3.00183876818996e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ABHD14B,Protein ABHD14B,51477,0.0260774095608174,0.00439819316868036,0.0174569509502039,0.0346978681714309,3.08261582773383e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,51804,0.0265921967861457,0.00448764652176871,0.017796409603479,0.0353879839688124,3.14797281456444e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SCRN1,Secernin-1,51710,0.0251180883069289,0.00424012295567487,0.0168074473138062,0.0334287293000517,3.18154072177996e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,USP8,Ubiquitin carboxyl-terminal hydrolase 8,51252,0.0426311158796078,0.0072293704831972,0.0284615497325413,0.0568006820266743,3.74756626063474e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,UBXN1,UBX domain-containing protein 1,47741,0.0302777088472916,0.00513689683718043,0.020209391046418,0.0403460266481653,3.81771652942124e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,51113,0.0344606835316371,0.00585709067226458,0.0229807858139985,0.0459405812492757,4.06269879244818e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NCK2,Cytoplasmic protein NCK2,51892,0.0461926636239995,0.00786390116192622,0.0307794173466241,0.0616059099013749,4.30270160086977e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RWDD1,RWD domain-containing protein 1,51991,0.028312778853857,0.00482009943617158,0.0188653839589607,0.0377601737487533,4.30549327177103e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ACP1,Low molecular weight phosphotyrosine protein phosphatase,47571,0.0197177843145186,0.00336050444319587,0.0131311956058547,0.0263043730231825,4.48426125831899e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TRIM5,Tripartite motif-containing protein 5,51710,0.0374828187023838,0.00638874106412081,0.024960886216707,0.0500047511880606,4.4884326400938e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,AKT1S1,Proline-rich AKT1 substrate 1,51079,0.0295581124113159,0.00503806680275018,0.0196835014779255,0.0394327233447063,4.49118013311043e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NT5C3A,Cytosolic 5'-nucleotidase 3A,51672,0.0390322993263684,0.00665635827636393,0.0259858371046951,0.0520787615480417,4.57304173004136e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,THTPA,Thiamine-triphosphatase,48070,0.0385830660704792,0.00658439650005514,0.0256776489303711,0.0514884832105872,4.69653643797232e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MITD1,MIT domain-containing protein 1,51566,0.0425339337401738,0.00727099773285127,0.0282827781837853,0.0567850892965623,4.9779179172963e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",51757,0.0201959140430306,0.00346448396347618,0.0134055254746173,0.0269863026114439,5.62473624426286e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DBNL,Drebrin-like protein,51892,0.0402720975315568,0.00693109844472351,0.0266871445798987,0.0538570504832149,6.30314045758592e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PDCD5,Programmed cell death protein 5,51991,0.0256324922307536,0.00442369029271008,0.0169620592570419,0.0343029252044654,6.93252109560579e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,COMMD9,COMM domain-containing protein 9,48106,0.0172055593041133,0.00297463540500201,0.0113752739103093,0.0230358446979172,7.38241270601088e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,BST2,Bone marrow stromal antigen 2,51991,-0.0229106765613656,0.00396986698919919,-0.030691615860196,-0.0151297372625352,7.95785945812013e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ABL1,Tyrosine-protein kinase ABL1,51638,0.029383571734586,0.00509185118911091,0.0194035434039286,0.0393636000652434,7.9797228431567e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ENO2,Gamma-enolase,51991,0.0283524012859734,0.00493256547519189,0.0186845729545973,0.0380202296173495,9.12562566857365e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSMD9,26S proteasome non-ATPase regulatory subunit 9,51638,0.0245046145915021,0.00426465942281308,0.0161458821227885,0.0328633470602158,9.23696774857705e-09
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,47571,0.033906073589305,0.00591476673817642,0.0223131307824792,0.0454990163961307,1.00225175360604e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2,51566,0.023426554574838,0.00408984757212107,0.0154104533334807,0.0314426558161953,1.02709391635377e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SULT1A1,Sulfotransferase 1A1,51991,0.0553756856157379,0.00967485716363351,0.0364129655750162,0.0743384056564595,1.05329065169051e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NUMB,Protein numb homolog,47571,0.0353543613705275,0.00618188132153776,0.0232378739803135,0.0474708487607415,1.08455269559519e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ST13,Hsc70-interacting protein,47741,0.0241147029024371,0.00423954508745322,0.0158051945310288,0.0324242112738454,1.30045469024719e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RILP,Rab-interacting lysosomal protein,51901,0.0258467946001062,0.00455257969677067,0.0169237383944357,0.0347698508057768,1.38140443438245e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,FUS,RNA-binding protein FUS,51070,0.0168494397475103,0.00298153134883767,0.0110056383037884,0.0226932411912321,1.6089339812376e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,OPHN1,Oligophrenin-1,48192,0.0447782672240276,0.00792343459156885,0.0292483354245527,0.0603081990235025,1.60997567102087e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CDKN1A,Cyclin-dependent kinase inhibitor 1,51638,0.0444059612607009,0.00787909717573122,0.0289629307962677,0.0598489917251341,1.75849359009137e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CDC37,Hsp90 co-chaperone Cdc37,51851,0.0352240143397512,0.00626416967363709,0.0229462417794225,0.0475017869000799,1.89392735553037e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NAPRT,Nicotinate phosphoribosyltransferase,48192,0.0138210919956384,0.00246785615891492,0.00898409392416519,0.0186580900671117,2.1616791663145e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,51171,0.0325878468518961,0.00582140754826661,0.0211778880572935,0.0439978056464986,2.19050560298037e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PLA2G4A,Cytosolic phospholipase A2,51892,0.036698943965648,0.00655788467099228,0.0238454900105031,0.0495523979207929,2.21246921165761e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MMP9,Matrix metalloproteinase-9,51708,0.0257600650459073,0.00460368648599425,0.0167368395333586,0.034783290558456,2.22059956749836e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSPN,Persephin,51710,0.0419387523478896,0.00751277842885957,0.0272137066273248,0.0566637980684543,2.39584382226019e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,USP25,Ubiquitin carboxyl-terminal hydrolase 25,48106,0.0297753148420196,0.00534845019529244,0.0192923524592465,0.0402582772247928,2.61835360751908e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CRYGD,Gamma-crystallin D,48192,0.0398259128435946,0.007153995231008,0.0258040821908189,0.0538477434963703,2.62042766344292e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,GLRX,Glutaredoxin-1,51577,0.0241722492497449,0.00434342226419678,0.0156591416119193,0.0326853568875706,2.64242089353328e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CASP3,Caspase-3,52090,0.0365624626614263,0.00658371258388709,0.0236583859970076,0.049466539325845,2.82624373877384e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PEBP1,Phosphatidylethanolamine-binding protein 1,51757,0.0246713639656194,0.00445099986881212,0.0159474042227477,0.0333953237084912,3.00281825122611e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,LPP,Lipoma-preferred partner,47489,0.0273649599400593,0.00496585886820601,0.0176318765583755,0.0370980433217431,3.61400431972165e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SAMD9L,Sterile alpha motif domain-containing protein 9-like,51710,0.0300180189498566,0.00544965980566409,0.019336685730755,0.0406993521689582,3.65716295421338e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SNX15,Sorting nexin-15,47741,0.0225076593399491,0.00408855944898275,0.014494082819943,0.0305212358599553,3.72989733899759e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,YWHAQ,14-3-3 protein theta,47741,0.0299587986123653,0.0054662640443709,0.0192449210853984,0.0406726761393323,4.28106584600013e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CRYZL1,Quinone oxidoreductase-like protein 1,47630,0.0377414152025677,0.00689695031974333,0.0242233925758707,0.0512594378292646,4.49112936782311e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RILPL2,RILP-like protein 2,48243,0.0397343898429298,0.0072633005911379,0.0254983206842995,0.0539704590015601,4.53111284089078e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,EIF4E,Eukaryotic translation initiation factor 4E,47571,0.0368773048669222,0.00675571517131198,0.0236361031311508,0.0501185066026937,4.84611916738296e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NHLRC3,NHL repeat-containing protein 3,47170,-0.0128645223567507,0.00236048566360245,-0.0174910742574115,-0.00823797045608988,5.09086661573978e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HDDC2,5'-deoxynucleotidase HDDC2,48119,0.0178919187061198,0.00328339971863445,0.0114564552575963,0.0243273821546434,5.11000662771493e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PDLIM7,PDZ and LIM domain protein 7,51892,0.0515084030884155,0.00945358375731756,0.0329793789240731,0.0700374272527579,5.12161124064633e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SELENOP,Selenoprotein P,48291,0.00907333333881707,0.00166522874678728,0.005809484995114,0.0123371816825201,5.12412923682688e-08
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NUDC,Nuclear migration protein nudC,52041,0.0258893809196006,0.00475518187101522,0.0165692244524108,0.0352095373867904,5.24066424596082e-08
