Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ANKRD54,Ankyrin repeat domain-containing protein 54,49898,0.0186351810473846,0.00480457638765384,0.00921821132758304,0.0280521507671861,0.000105361454788686
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,GIPC2,PDZ domain-containing protein GIPC2,47385,0.00995232291742937,0.00256712380730317,0.00492076025511516,0.0149838855797436,0.000106182794485239
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BLVRB,Flavin reductase,50412,0.0211037018712641,0.00545899574885416,0.0104040702035099,0.0318033335390182,0.00011102019173999
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BTN1A1,Butyrophilin subfamily 1 member A1,47319,-0.012174046481261,0.00314974869896985,-0.018347553931242,-0.00600053903128013,0.000111425301383733
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HTRA2,"Serine protease HTRA2, mitochondrial",50463,0.0198348137207471,0.00514480317220964,0.00975099950321617,0.029918627938278,0.000115913585471573
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CPXM1,Probable carboxypeptidase X1,50463,0.0223558159861958,0.0058019723590257,0.0109839501625054,0.0337276818098862,0.000116945314560678
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,SOD2,"Superoxide dismutase [Mn], mitochondrial",50412,0.0121878055538342,0.00317199692197245,0.00597069158676822,0.0184049195209002,0.000122225346395351
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,GLOD4,Glyoxalase domain-containing protein 4,50358,0.0110223644615777,0.00288272294761741,0.00537222748424756,0.0166725014389078,0.000131886565062941
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CD2AP,CD2-associated protein,50419,0.0201473487052159,0.00527293315617734,0.00981239971910832,0.0304822976913235,0.000133334307849143
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HMBS,Porphobilinogen deaminase,50600,0.0128925782730995,0.00338009404704217,0.00626759394089686,0.0195175626053022,0.000136961265013575
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,GLRX,Glutaredoxin-1,50285,0.0181234687253801,0.00477203389061267,0.00877028229977928,0.027476655150981,0.000146354539640074
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DCXR,L-xylulose reductase,50463,0.0169978077056773,0.00453217557073621,0.00811474358703432,0.0258808718243203,0.000176955669490214
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DDC,Aromatic-L-amino-acid decarboxylase,50388,0.0146535161922976,0.00396909632405836,0.00687408739714317,0.0224329449874519,0.000223125856049623
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,50222,0.0228108679696483,0.00617985966239886,0.0106983430313465,0.0349233929079501,0.000223779523922771
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,THOP1,Thimet oligopeptidase,50313,0.00970706795248691,0.002664858830216,0.00448394464526354,0.0149301912597103,0.000270505251738282
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,EGFL7,Epidermal growth factor-like protein 7,49898,0.0118905284043022,0.00327869886037405,0.00546427863796908,0.0183167781706354,0.000287848170930404
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ADGRE5,Adhesion G protein-coupled receptor E5,50596,0.00927641671913468,0.0025662001699736,0.00424666438598643,0.0143061690522829,0.00030119788528373
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DDT,D-dopachrome decarboxylase,47451,0.0124036513404678,0.00344693480201254,0.00564765912852322,0.0191596435524124,0.000320928967525268
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,AMBP,Protein AMBP,50567,-0.00601166445264363,0.0016723803771826,-0.00928952999192152,-0.00273379891336574,0.000325507367073202
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DTYMK,Thymidylate kinase,47429,0.0201407339057803,0.00562882131309635,0.00910824413211143,0.0311732236794491,0.000346911351386805
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,RWDD1,RWD domain-containing protein 1,50604,0.0184932802309018,0.00521311880079565,0.00827556738134237,0.0287109930804613,0.000389788043647432
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,SNX15,Sorting nexin-15,47003,0.0159073890133316,0.00451455923820858,0.00705885290644274,0.0247559251202204,0.000426798795149267
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,VEGFC,Vascular endothelial growth factor C,50463,0.0164776078004774,0.00467873191773716,0.0073072932417126,0.0256479223592422,0.000429483402307853
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ANGPT2,Angiopoietin-2,50600,0.0110215320583013,0.00314108288306945,0.00486500960748519,0.0171780545091174,0.000450977901234228
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PLPBP,Pyridoxal phosphate homeostasis protein,50419,0.0197337547656313,0.00563299284739052,0.00869308878474586,0.0307744207465167,0.00046054622159084
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,GGCT,Gamma-glutamylcyclotransferase,47399,0.0139456242709265,0.00398568903691436,0.00613367375857439,0.0217575747832787,0.000468219477107402
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,MYOC,Myocilin,50412,0.0130994469886875,0.00374682358825128,0.00575567275571501,0.02044322122166,0.000472966087513162
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ABHD14B,Protein ABHD14B,50155,0.0164484974468703,0.00473698327449619,0.00716401022885772,0.0257329846648828,0.000516920902095122
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,50393,0.0179059848139298,0.00517804117050148,0.00775702411974693,0.0280549455081127,0.000545115924883868
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CA1,Carbonic anhydrase 1,49949,0.0165694803239493,0.00479669352818618,0.00716796100870442,0.0259709996391942,0.00055268234857321
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CIT,Citron Rho-interacting kinase,46931,0.0132727729984678,0.00387127084510327,0.00568508214206543,0.0208604638548702,0.000608190984068513
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,OMG,Oligodendrocyte-myelin glycoprotein,50304,-0.0199858695517975,0.00583217043809023,-0.0314169236104543,-0.00855481549314064,0.000611798045235439
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,SSNA1,Sjoegren syndrome nuclear autoantigen 1,47373,0.014611672244109,0.00426629465824431,0.00624973471395014,0.0229736097742679,0.000616319851552976
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,APP,Amyloid-beta precursor protein,50377,0.0189198881966606,0.00552891659644623,0.00808321166762594,0.0297565647256952,0.000622792010147048
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ANGPT1,Angiopoietin-1,50334,0.0239025018893352,0.0070066236771794,0.0101695194820635,0.0376354842966068,0.000647442417994269
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,TP53I3,Quinone oxidoreductase PIG3,46597,0.0151094691403078,0.00443929898075648,0.0064084431380251,0.0238104951425905,0.000666560889884486
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,TSNAX,Translin-associated protein X,46784,0.0113075374072067,0.00333145267133042,0.00477789017139909,0.0178371846430143,0.000689823457040415
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,MDK,Midkine,50388,0.0145726254241459,0.0043030281285776,0.00613869029213383,0.023006560556158,0.000708900917309179
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,FHIT,Bis(5'-adenosyl)-triphosphatase,49921,0.0204607567699178,0.00604618154414318,0.0086102409433972,0.0323112725964385,0.000715460125626007
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,ASPSCR1,Tether containing UBX domain for GLUT4,47394,0.0187964938312882,0.00556363557140612,0.00789176811133218,0.0297012195512442,0.000730422901224203
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HDDC2,5'-deoxynucleotidase HDDC2,47373,0.0123024576877602,0.00367046460338196,0.00510834706513153,0.0194965683103888,0.000804627227687169
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,TNFSF10,Tumor necrosis factor ligand superfamily member 10,50663,-0.00702650038831611,0.00211512003254022,-0.0111721356520949,-0.00288086512453728,0.000895090210799897
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,QDPR,Dihydropteridine reductase,50321,0.0117368232711782,0.00354075047625299,0.0047969523377224,0.0186766942046341,0.000918640608095266
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,COL4A1,Collagen alpha-1(IV) chain,50419,0.010779742205056,0.00326249057061328,0.00438526068665397,0.017174223723458,0.000954199108398525
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DXO,Decapping and exoribonuclease protein,47385,0.0124579976493637,0.00377218776090629,0.00506450963798737,0.01985148566074,0.000959744743316015
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CDC37,Hsp90 co-chaperone Cdc37,50463,0.0232725034671359,0.00705071663513784,0.00945309886226571,0.037091908072006,0.000965884198188181
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HBQ1,Hemoglobin subunit theta-1,50600,0.0172076292658383,0.00523519733464371,0.00694664248993661,0.0274686160417399,0.00101451390525078
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DENR,Density-regulated protein,46877,0.0154442008703451,0.00472756375271316,0.00617817591502732,0.0247102258256629,0.00108955066587029
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BPIFA2,BPI fold-containing family A member 2,46298,0.0296929517397604,0.00917179787399478,0.0117162279067307,0.0476696755727902,0.00120838278880465
